Date,Brand-Names,Product-Description,Product-Types,Recall-Reason-Description,Company-Name,Terminated Recall
06/23/2023,Cadia and Trader Joe’s,Organic Frozen Pineapple and Frozen Fruit Blend Containing Organic Frozen Pineapple,Food & Beverages,Potential to be contaminated with Listeria monocytogenes.,Scenic Fruit Company,
06/26/2023,Pamana,Fruit Jelly Snack,Food & Beverages,Potential Choking Hazard,Foremost Foods Corporation,
06/23/2023,SAS Fromergerie Ottavi,Tome Corse Sheep Milk Cheese,"Food & Beverages, Foodborne Illness, Cheese/Cheese Product",Potential Foodborne Illness,Food Matters Again International,
06/23/2023,Santo’s Frozen Foods,"Milk, Sesame","Food & Beverages, Allergens, Shellfish",Undeclared milk and sesame seeds,"Santo’s Frozen Foods, Inc.",
07/07/2023,Ziyad,Jameed Soup Starter,"Food & Beverages, Allergens, Soup",Undeclared milk,Ziyad Brothers Importing,
07/06/2023,Spring Valley,Potato Blintzes,Food & Beverages,Undeclared milk,MilMar Food Group LLC,
07/07/2023,Cipla,"Albuterol Sulfate Inhalation Aerosol, 90 mcg (200 Metered Inhalation)",Drugs,Failure to deliver the recommended dose,Cipla,
06/28/2023,Private Selection,Multiple frozen fruit with mango products,Food & Beverages,Potential Listeria monocytogenes contamination,Townsend Farms Inc.,
07/11/2023,Betty Lou’s,"Paleo Java Nuts About Energy Balls with Cacao, Coffee & Pumpkin Seeds","Food & Beverages, Allergens, Snack Food Item",Undeclared sesame allergen,Betty Lou’s Inc.,
09/06/2023,NUT DIET MAX,Nuez de la India Seeds and Capsules,Food & Beverages,Possible Health Risk-Contain cardiac glycosides,OBC Group Corp,
09/06/2023,NUT DIET MAX,Nuez de la India Seeds and Capsules,Food & Beverages,Possible Health Risk-Contain cardiac glycosides,OBC Group Corp.,
05/12/2023,"Robinson Fresh, Lancaster, Giant","Kale, Spinach, Collard Green products","Food & Beverages, Foodborne Illness, Produce",Potential for Listeria monocytogenes,Lancaster Foods,Terminated
05/06/2023,"Robinson Fresh, Lancaster, Giant","Kale, Spinach, Collard Green products","Food & Beverages, Foodborne Illness, Produce",Potential for Listeria monocytogenes,"Lancaster Foods, LLC",Terminated
03/10/2023,Multiple brands,Omega-3 Supplements for cats and dogs,Animal & Veterinary,Potential elevated levels of Vitamin A,"Stratford Care USA, Inc",Terminated
05/17/2023,Wegmans,Italian Classics Diavolo Sauce,Food & Beverages,Undeclared fish (Anchovy),LiDestri Food Co.,Terminated
09/04/2023,Victor,Premium Dog Food,"Animal & Veterinary, Pet Food",Salmonella contamination,Mid America Pet Food,
02/04/2022,Batch Ice cream,"Vanilla, Ginger, and Mocha Chip Ice Cream",Food & Beverages,Listeria Monocytogenes,"The Royal Ice Cream Company, Inc.",Terminated
09/05/2023,WEFUN,Dietary Supplement with undeclared Sildenafil,"Dietary Supplements, Drugs","Undeclared drug, Sildenafil",Hua Da Trading Inc dba Wefun Inc,
11/29/2021,Calise Bakery,Golden Flax Seed Scala Bread,Food & Beverages,Undeclared sesame seeds,Calise Bakery,Terminated
02/06/2023,JSJ,Cake,Food & Beverages,undeclared egg,Titans Global Inc,Terminated
01/08/2021,Fresenius Kabi,"Ketorolac Tromethamine Injection, USP, 30 mg/mL",Drugs,Presence of particulate matter,Fresenius Kabi USA,Terminated
06/14/2023,Major Pharmaceuticals,Dronabinol Capsules 2.5mg and Ziprasidone Hydrochloride Capsules 20mg,Drugs,Packaging may contain incorrect product due to labeling mix-up,"The Harvard Drug Group, LLC d/b/a Major Pharmaceutical and Rugby Laboratories",
03/08/2023,Dr Rima Recommends,Dr Rima Recommends Nano Silver 10ppm dietary supplement,Dietary Supplements,"Product makes unsubstantiated health claims to prevent, treat, or cure COVID-19",Natural Solutions Foundation,
06/07/2023,Bacaolinita,Food and Beverage Safety/Unapproved Ingredient,Food & Beverages,Unapproved PEG-40 Hydrogenated Castor Oil,PROCAPS S.A. DE C.V.,
06/07/2023,Bacaolinita,Food and Beverage Safety/Unapproved Ingredient,Food & Beverages,Unapproved PEG-40 Hydrogenated Castor Oil,PROCAPS S.A. DE C.V.,
11/12/2021,Natural Delight Collection,Dried Apricots,Food & Beverages,Undeclared Sulfites,"ILG International Trading, Inc.",Terminated
12/20/2022,Alsultan,Baklava and Betefour,Food & Beverages,Undeclared Milk and Tree Nuts,Falcon Import and Export LLC,Terminated
05/09/2023,Simply To Go,Strawberry Yogurt & Blueberry Yogurt Parfaits,Food & Beverages,Undeclared soy,Sodexo,Terminated
07/19/2023,Tim Heung Yuen,Black Melon Seed,Food & Beverages,Undeclared soy and wheat allergens,Richin Trading Inc.,
07/31/2023,SIGMA Spectrum and Spectrum IQ,Infusion pumps,Medical Devices,Due to an increase in reported false upstream occlusion alarms following the software upgrades.,Baxter International Inc.,
09/07/2021,Hospira,"Aminosyn II, 15%, An Amino Acid Injection, Sulfite",Drugs,Presence of visible particulate matter,"ICU Medical, Inc.",Terminated
08/16/2022,Kraft Heinz,Capri Sun Wild Cherry Flavored Juice Drink Blend beverages,Food & Beverages,Potential for Clean-In-Place (CIP) solution to have entered the product stream,Kraft Heinz,Terminated
11/23/2022,Weis Quality,Premium Sea Salt and Caramel Ripple Ice Cream,Food & Beverages,Undeclared Soy and Coconut Allergens,Weis Markets,Terminated
09/23/2019,Sandoz Inc.,Ranitidine Hydrochloride Capsules,Drugs,"Due to an Elevated Amount of Unexpected Impurity, N-Nitrosodimethylamine (NDMA)",Sandoz Inc.,Terminated
05/19/2021,"PremierZen Gold 7000, PremierZen Platinum 8000 and MaxxZEN Platinum 12000 capsules",Dietary Supplement for male sexual enhancement,Dietary Supplements,Undeclared Sildenafil and Tadalafil,Miracle8989,Terminated
05/11/2021,Poseidon,Male Sexual Enhancement Dietary Supplement,Drugs,Undeclared Tadalafil and Sildenafil,Yamtun7,Terminated
05/31/2023,Tillamook Waffle Cone Swirl Ice Cream,Ice Cream,"Food & Beverages, Allergens, Ice Cream/Frozen Dairy",Undeclared wheat and soy,Tillamook County Creamery Association,Terminated
12/06/2022,Favorina,Advent Calendar (Premium Chocolate with a Creamy Filling),Food & Beverages,Potential presence of Salmonella,Lidl US,Terminated
12/29/2022,Caesar’s Pasta & Orefresco,Frozen manicotti,Food & Beverages,Listeria monocytogenes,"Caesar’s Pasta, LLC",Terminated
02/07/2022,Lupag,Plain Dried Salted Plums,Food & Beverages,Potential for elevated levels of lead,Rojas Inc.,Terminated
07/18/2022,Sweet Loren’s,Sugar cookie dough,"Food & Beverages, Allergens, Bakery Product/Mix",Undeclared gluten,Sweet Loren’s,Terminated
05/04/2023,lēf Farms,Salad greens,Food & Beverages,Due to potential Escherichia coli 0157:H7 (E. coli)  contamination,lēf Farms,Terminated
07/19/2023,ONO,Vegan Blueberry Muffin Protein Overnight Oats,Food & Beverages,Undeclared milk allergen,ONO LLC,
07/18/2023,Outshine,No Sugar Added Strawberry Fruit Bars,Food & Beverages,Undeclared milk allergen,"Dreyer’s Grand Ice Cream, Inc.",
08/01/2023,"Ozona, Go Healthy","Liquid Probiotics for adults and toddlers; Probiotics for cats, dogs, swine, and equine","Animal & Veterinary, Food & Beverages",Potential Foodborne Illness,"Ozona Organics, LLC",
07/31/2023,"Lupin Pharmaceuticals, Inc.",Tydemy oral contraceptive,Drugs,Out of Specification Results,"Lupin Pharmaceuticals, Inc.",
08/01/2023,Doritos,Doritos Nacho Cheese Tortilla Chips,"Food & Beverages, Allergens, Snack Food Item",Undeclared Soy and Wheat Allergen,Frito-Lay,
08/08/2023,"Bickel’s Snack Foods, Inc.",Butter Flavored Popcorn,"Food & Beverages, Allergens",Undeclared milk,"Bickel’s Snack Foods, Inc.",
08/23/2023,Numerous brand names,"Numerous human food, animal (pet) food, medical devices, and drug products","Animal & Veterinary, Drugs, Food & Beverages, Medical Devices, Foodborne Illness",Potential Salmonella contamination and presence of rodent activity at the distribution center & temperature abuse,Inmar Supply Chain Solutions,
08/25/2023,McNess,18% Goat Starter Medicated Feed,"Animal & Veterinary, Medicated Feed",Elevated level of Monovet 90 (monensin) in medicated goat feed,Furst-McNess Company,
08/25/2023,Texas Tamale,Black Bean Tamales,Food & Beverages,Undeclared milk allergen,Texas Tamale Co.,
08/26/2023,Dr. Berne’s,"MSM 5% Solution Eye Drops, MSM 15% Solution Eye Drops, Castor Oil Eye Drops; MSM MIST Drops 5% Solution",Drugs,Bacterial and Fungal Contamination,Dr. Berne’s Whole Health Products,
08/30/2023,Todorganic Natural Products,Nuez De La India Seeds,"Food & Beverages, Seeds",Possible Health Risk-Contain cardiac glycosides,"Todorganic, Inc.",
08/30/2023,Todorganic Natural Products,Nuez De La India Seeds,"Food & Beverages, Seeds",Possible Health Risk-Contain cardiac glycosides,"Todorganic, Inc.",
01/31/2023,Brooklyn Bean,3 Flavors of Peanut Butter and/or Hot Cocoa Pods,Food & Beverages,Undeclared peanuts,Two Rivers Coffee,Terminated
05/01/2023,Del Maguey,Copitas-Artisan ceramicware cups,Food & Beverages,May exceed FDA guidance levels for leachable lead.,Del Maguey Co.,Terminated
02/22/2023,Rao’s Homemade,Roasted Red Peppers with Portobella Mushroom,Food & Beverages,Undeclared Pine Nuts,"Sunny Dell Foods, LLC",Terminated
08/31/2023,"Marlex Pharmaceuticals, Inc.","Digoxin Tablets USP, 0.125mg and 0.25mg",Drugs,Label Mix-Up,"Marlex Pharmaceuticals, Inc.",
08/11/2023,NESTLÉ® TOLL HOUSE®,Chocolate Chip Cookie Dough,Food & Beverages,Potential presence of wood fragments,Nestle USA,
03/02/2018,Blue Ridge Beef,Raw pet food for cats,"Animal & Veterinary, Food & Beverages, Food & Beverage Safety",,Name Blue Ridge Beef,
03/12/2018,Wegmans,Thai Sweet Chili Sauce Cup,"Food & Beverages, Allergens, Food & Beverage Safety",,"Wegmans Food Markets, Inc.",Terminated
03/02/2018,Steve’s Real Foods,Raw frozen dog food turkey canine recipe,"Animal & Veterinary, Food & Beverages, Food & Beverage Safety",,Steve’s Real Foods,Terminated
02/01/2018,Daisho,Kimchi Hot Pot Soup Base,"Food & Beverages, Allergens, Food & Beverage Safety",,JFC International Inc.,Terminated
02/09/2018,Weis,Store-made Penne Pasta with Asiago Sauce and Grilled Chicken single serving meal,"Food & Beverages, Allergens, Food & Beverage Safety",,Weis Markets,
03/16/2018,Bayer,Alka-Seltzer Plus,Drugs,,Bayer,Terminated
03/21/2018,Weis,Cole Slaw,,,Weis Markets,Terminated
03/23/2018,Carolina Gold,Honey Sauce,"Food & Beverages, Allergens, Food & Beverage Safety",,Piggie Park Enterprises Inc.,
03/20/2018,Rad Cat,Free-Range Chicken and Turkey Recipes (Raw Diet) for Cats,"Animal & Veterinary, Food & Beverage Safety",,"Radagast Pet Food, Inc.",Terminated
01/10/2018,"International Laboratories, LLC","Clopidogrel Tablets USP, 75 mg",Drugs,,"International Laboratories, LLC",Terminated
01/24/2018,Basic Drugs,Senna Laxative,Drugs,,"Magno-Humphries Laboratories, Inc.",Terminated
08/30/2023,Ice Cream House,"Dairy and Non-Dairy ice cream (parve), sorbet, cakes, and novelty items","Food & Beverages, Foodborne Illness, Ice Cream/Frozen Dairy",Potential to be contaminated with Listeria monocytogenes,Ice Cream House,
09/25/2023,Sunnyside Farms,Diced Organic Butternut Squash,Food & Beverages,Potential Escherichia coli O45 contamination,Safeway Fresh Foods,
09/22/2023,PAISA,"Sweet Corn Pancakes ""Cachapas de Maiz""",Food & Beverages,"Producto ""Cachapas de Maiz Paisa"", en paquetes de 24 oz, contiene alergenos no declarados en la etiqueta: Trigo, Soya y Amarillo #5.",TAMA Corporation,
09/21/2023,PAISA,"Sweet Corn Pancakes ""Cachapas de Maiz""",Food & Beverages,Undeclared wheat and soy allergens; undeclared yellow #5,TAMA Corporation,
08/10/2023,Knorr,Knorr Sopa Soup Mix products,"Food & Beverages, Allergens",Undeclared egg,Unilever United States Inc.,
08/09/2023,Soft serve on the go,Soft serve ice cream and sorbet cups,"Food & Beverages, Foodborne Illness",Possible Listeria monocytogenes contamination,Real Kosher Ice Cream,
08/14/2023,Stonewall Kitchen,Peanut Butter Maltballs,"Food & Beverages, Allergens","Undeclared soy, wheat, peanut allergens",Stonewall Kitchen,
09/11/2023,Novartis,"Sandimunne Oral Solution (cyclosporine oral solution, USP) 100 mg/mL",Drugs,Crystal formation which could potentially result in incorrect dosing,Novartis Pharmaceuticals Corporation,
09/11/2023,Sheng Kee of California,Assortment of flavored mooncakes in gift boxes.,"Food & Beverages, Allergens, Snack Food Item",Undeclared egg.,"Sheng Kee of California, Inc.",
09/22/2023,Healthy Wiser and more,Test kits,Medical Devices,Product Safety/Defect,Universal Meditech Inc.,
08/31/2023,Healthy Wiser and more,Test kits,Medical Devices,Due to lack of appropriate premarket clearance or approval which potentially could result in inaccurate test results,Universal Meditech Inc.,
09/22/2023,Life Raft Treats,Ice Cream Products,Food & Beverages,Potential Foodborne Illness,Life Raft Treats,
09/06/2023,Life Raft Treats,Ice Cream Products,Food & Beverages,Potential Foodborne Illness,Life Raft Treats,
09/22/2023,VistaPharm,Sucralfate Oral Suspension 1g/10mL,Drugs,Potential contamination with Bacillus cereus,Potential contamination with Bacillus cereus,
06/24/2022,Panera at Home,Southwest Corn Chowder,"Food & Beverages, Allergens, Soup",Undeclared wheat allergen,Blount Fine Foods,Terminated
05/11/2020,"MasterPharm, LLC","Finasteride Plus 1.25mg, capsules",Drugs,Contains undeclared minoxidil,"MasterPharm, LLC",Terminated
02/10/2023,"Skippack Medical Lab, DiagnosUs",SARS-CoV-2 Antigen Rapid Test Kits,Medical Devices,Products were distributed without appropriate premarket clearance or approval which potentially could result in inaccurate test results due to lack of performance evaluation by the FDA.,Universal Meditech Inc.,
09/19/2023,Marketside,Chocolate Cake,Food & Beverages,Undeclared peanuts,David’s Cookies,
09/08/2023,TheraBreath,TheraBreath Kids Strawberry Splash Oral Rinse,Drugs,Device & Drug Safety/Microbial Contamination,"Church & Dwight Co., Inc.",
09/14/2023,Knickerbocker,Homestyle Hamburger Buns,Food & Beverages,Potential or Undeclared Allergen/Milk,"Knickerbocker 365, Inc.",
09/20/2023,Kraft,American Processed Cheese Slices,Food & Beverages,Packaging defect causes potential for film to remain adhered to the cheese slice after the wrapper has been removed.,Kraft Heinz,
10/02/2023,Ion and Restore brands,Nasal Sprays,Drugs,"Potential Contamination with Microbacterium spp., Fictibacillus spp., Bacillus spp., and Paenibacillus spp.",Biomic Sciences,
09/01/2023,Merck Animal Health,Banamine; Banamine-S,"Animal & Veterinary, Animal Drugs",Potential presence of particulate matter,Merck Animal Health,
09/28/2023,Brady Street,"Brady Street Cheese Sprinkle, 2.2 oz jar",Food & Beverages,Undeclared sesame seeds,Penzeys Spices,
09/29/2023,Merck Animal Health,Banamine; Banamine-S,"Animal & Veterinary, Animal Drugs",Potential presence of particulate matter,"Merck Animal Health, known as MSD Animal Health outside of the United States and Canada, a division of Merck & Co., Inc.",
09/28/2023,Kandy,Whole Cantaloupe,Food & Beverages,Potential Foodborne Illness,"Eagle Produce, LLC",
06/21/2022,Deskins Candies,Several Candies,"Food & Beverages, Foodborne Illness, Peanut Butter",Potential Salmonella Contamination,Deskins Candies,Terminated
09/28/2023,Brexafemme,Antifungal oral medication,Drugs,Potential cross contamination with non-antibacterial beta-lactam drug substance,"Scynexis, Inc.",
04/22/2023,"EuroMedica, Terry Naturally","Vitamin B, Vitamin B complex","Dietary Supplements, Vitamins",Undeclared milk,"EuroPharma, Inc.",Terminated
03/07/2022,Fresenius Kabi USA,"Sodium Acetate Injection, USP, 400 mEq/100 mL (4 mEq/mL), 100 mL fill in a 100 mL vial",Drugs,Due to the presence of particulate matter found in reserve and/or stability sample vials,"Fresenius Kabi, USA",Terminated
12/27/2021,Perrigo,Nitroglycerin Lingual Spray,Drugs,Unit may not properly dispense medication.,Padagis,Terminated
09/28/2023,Dick Taylor,"Ginger Snap Milk Chocolate Bar, 2 oz.","Food & Beverages, Allergens",Undeclared peanuts,Dick Taylor Craft Chocolate,
10/02/2023,Hospira,"4.2% Sodium Bicarbonate Injection, USP, 1% Lidocaine HCl Injection, USP, and 2% Lidocaine HCl Injection, USP",Drugs,Potential Presence of Glass Particulates,"Hospira, Inc.",
10/03/2023,KVK Tech,"Betaxolol Tablets, USP",Drugs,Potential Presence of Oxycodone HCl tablet,"KVK-Tech, Inc.",
10/10/2023,Multiple brands,Over-the-Counter Drug and Medical Device products,"Drugs, Medical Devices",Products were stored outside of labeled temperature requirements,Family Dollar,
10/06/2023,Kula Can,Pina Colada + Kratom Seltzer,Food & Beverages,Undeclared Tree Nut (Coconut) and Milk,Kula Brands LLC,
10/12/2023,Yarnell’s Guilt Free,Guilt Free No Sugar Added Vanilla Ice Cream,"Food & Beverages, Allergens, Ice Cream/Frozen Dairy",Undeclared Egg,Yarnell Operations LLC,
07/18/2023,CAVA,"Spicy Hummus, 8 oz tub","Food & Beverages, Allergens, Prepared Food",Undeclared sesame allergen,"Cava Foods, Inc.",Terminated
07/25/2023,Member’s Mark,Member’s Mark Breaded Mozzarella Sticks,"Food & Beverages, Allergens",Undeclared egg and soy,Rich Products,Terminated
05/05/2023,"Chang Farm, Nature’s Wonder",Mung bean sprouts,Food & Beverages,Potential for Listeria monocytogenes,Chang Farm,Terminated
01/21/2022,Dr. Snack,Goji berry,Food & Beverages,Undeclared sulfites,BCS International Corp.,Terminated
10/12/2023,Stabilyze,Dark Chocolate Peanut Butter nutrition bar,Food & Beverages,Undeclared sesame - Allergen,Betty Lou’s Inc.,
10/11/2023,Cookies-N-Milk,Chocolate Chip Cookie Dough,"Food & Beverages, Allergens, Bakery Product/Mix",Undeclared Peanuts,Cookies-N-Milk,
08/31/2023,Weis Quality,Brownie Moose Tracks Ice Cream,"Food & Beverages, Allergens, Ice Cream/Frozen Dairy",Undeclared egg,Weis Markets Inc.,Terminated
10/04/2023,Orgain,Chocolate Flavored Protein Powder,"Food & Beverages, Allergens",Undeclared Sesame,Orgain LLC,
10/10/2023,Stewart’s,Chocolate Chip Cookies,"Food & Beverages, Allergens, Snack Food Item",Undeclared Macadamia Nuts,Maverick Ventures LLC,
10/13/2023,Quaker,Pancake with Whole Grain Oats Mix,Food & Beverages,Undeclared Soy - Allergen,"PepsiCo Caribbean, Inc.",
10/12/2023,Paradise Flavors,Ice Cream Bars,Food & Beverages,"Undeclared Peanuts, Tree Nuts, Wheat, Soy, Milk, and Color Additives - Allergen",Paradise Flavors LLC,
10/13/2023,Quaker,Pancake with Whole Grain Oats Mix,Food & Beverages,Undeclared Soy - Allergen,"PepsiCo Caribbean, Inc.",
10/16/2023,Jay Robb,Vanilla Flavored Egg White Protein,Food & Beverages,May contain hard plastic foreign material,Select Custom Solutions,
