FacName,FacStreet,FacCity,FacState,RegistryID,FacSNCFlg,FacQtrsWithNC,FacInspectionCount,FacFormalActionCount,FacMapFlg,SupOver80CountUsDisp,"DFR URL"
"CENTRAL WASHINGTON UNIVERSITY HEALTH EDUCATION CENTER","715 E DEAN NICHOLSON BLVD",ELLENSBURG,WA,110071204266,Y,5,0,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110071204266
"CENTRAL WATER SYSTEM","141 TILLMAN CHURCH RD",HEFLIN,LA,110012865667,Y,11,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110012865667
"CENTRAL WHIDBEY FIRE & RESCUE","1164 RACE RD",COUPEVILLE,WA,110071279736,Y,5,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071279736
"CENTRALIA CITY HALL","118 W MAPLE ST",CENTRALIA,WA,110036132912,Y,12,3,0,Y,7,https://echo.epa.gov/detailed-facility-report?fid=110036132912
"CENTRALIA COLLEGE WALNUT ST STORAGE YARD",UNSPECIFIED,CENTRALIA,WA,110071310232,Y,4,2,0,Y,6,https://echo.epa.gov/detailed-facility-report?fid=110071310232
"CENTRALIA DROP YARD","3010 FORON RD",CENTRALIA,WA,110071177826,Y,4,1,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110071177826
"CENTRALIA SUPER STORAGE","1437 LOIS LN",CENTRALIA,WA,110071181005,Y,6,0,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110071181005
"CENTRALIA/CHEHALIS PUPIL TRANS COOP","1119 W CHESTNUT",CENTRALIA,WA,110043089458,Y,12,0,0,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110043089458
"CENTRE CONCRETE COMPANY, INC","329 MOUNT JOY RD",CLEARFIELD,PA,110010988413,Y,7,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110010988413
"CENTRE CONCRETE LOCK HAVEN PLT","357 E WALNUT ST","LOCK HAVEN",PA,110001201501,Y,5,6,0,Y,6,https://echo.epa.gov/detailed-facility-report?fid=110001201501
"CENTRE CONCRETE MANSFIELD PLANT","1500 N WILLIAMSON RD",COVINGTON,PA,110044276066,Y,2,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110044276066
"CENTRE CONCRETE MONTOURSVILLE PLT","SE CORNER OF FAIRFIELD & BRUSHY RIDGE ROADS",MONTOURSVILLE,PA,110007795957,Y,2,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110007795957
"CENTRE CONCRETE STORMWATER PAR214836","2280 EAST COLLEGE AVE","STATE COLLEGE",PA,110040440760,Y,2,4,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110040440760
"CENTRE WATER & SEWER BOARD","130 S RIVER ST",CENTRE,AL,110012970080,Y,11,0,0,Y,7,https://echo.epa.gov/detailed-facility-report?fid=110012970080
"CENTREVILLE POTW, NORTH","WOODVILLE-LIBERTY ROAD",CENTREVILLE,MS,110008514811,Y,5,2,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110008514811
"CENTREVILLE POTW, SOUTH","GAULDEN-CLINTON ROAD",CENTREVILLE,MS,110008514820,Y,2,2,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110008514820
"CENTREVILLE TOWNSHIP","4831 BOND AVE",ALORTON,IL,110017708257,Y,12,0,0,Y,13,https://echo.epa.gov/detailed-facility-report?fid=110017708257
"CENTREVILLE, CITY OF","5800 BOND AVE",CENTREVILLE,IL,110017705465,Y,12,0,0,Y,12,https://echo.epa.gov/detailed-facility-report?fid=110017705465
"CENTURA HEALTH ST ANTHONY HOSPITAL","11600 WEST 2ND PLACE",LAKEWOOD,CO,110037940770,Y,12,2,2,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110037940770
"CENTURION MATERIALS","MONTANA AND CONNELLY DR. SOUTH 3.78 MILES, SECTION","EL PASO",TX,110071067877,Y,1,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110071067877
"CENTURY 21 GAYLEZEY","OFFICE BUILDING",MANDEVILLE,LA,110029525869,Y,6,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110029525869
"CENTURY ALUMINUM SEBREE LLC","9404 STATE ROUTE 2096",ROBARDS,KY,110038162118,Y,12,9,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110038162118
"CENTURY APARTMENTS","PROPERTY CLUBHOUSE",COCKEYSVILLE,MD,110015602828,Y,11,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110015602828
"CENTURY PLATING","18006 S WATERLOO RD",CLEVELAND,OH,110000840323,Y,12,0,3,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110000840323
"CENTURY TEL FIELD OFFICE","400 THEOPHILE RD.","VILLE PLATTE",LA,110037488956,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110037488956
"CENTURY, TOWN OF - WWTF","JEFFERSON STREET",CENTURY,FL,110009131652,Y,9,1,1,Y,6,https://echo.epa.gov/detailed-facility-report?fid=110009131652
"CENTURY, TOWN OF-PLANT FOR WELL 1 (BLACKMON)","P. O. DRAWER 790",CENTURY,FL,110013192286,Y,10,0,0,Y,6,https://echo.epa.gov/detailed-facility-report?fid=110013192286
"CERA MET LLC/BETHLEHEM PLT","2175 AVENUE C",BETHLEHEM,PA,110000858377,Y,2,3,0,Y,11,https://echo.epa.gov/detailed-facility-report?fid=110000858377
"CEREPLAST INC","2213 KILLION AVE",SEYMOUR,IN,110070031160,Y,2,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110070031160
"CERRO FLOW PRODUCTS LLC","3000 MISSISSIPPI AVE",SAUGET,IL,110018344184,Y,12,2,2,Y,12,https://echo.epa.gov/detailed-facility-report?fid=110018344184
CERROTE,,,PR,110013052212,Y,12,1,0,Y,T,https://echo.epa.gov/detailed-facility-report?fid=110013052212
"CERTAINTEED CORP","17775 AVE 23 1/2",CHOWCHILLA,CA,110000481942,Y,12,9,32,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110000481942
"CERTAINTEED CORP - LAKE CHARLES POLYMER PLANT","3300 PETE MANENA ROAD",WESTLAKE,LA,110000449596,Y,12,1,1,Y,9,https://echo.epa.gov/detailed-facility-report?fid=110000449596
"CERTAINTEED CORPORATION","200 SIERRA DR.","PEACHTREE CITY",GA,110001759730,Y,7,3,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110001759730
"CERTAINTEED GYPSUM & CEILING MFG INC","6040 US 42 E",CARROLLTON,KY,110043807495,Y,7,5,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110043807495
"CERTAINTEED LLC","103 FUNSTON RD","KANSAS CITY",KS,110000445536,Y,11,8,3,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110000445536
"CESAR PIT","1 MI SE OF COMANCHE POWER PLANT",PUEBLO,CO,110070063538,Y,4,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070063538
"CESSNA AIRCRAFT","5000 CARGO DR",COLUMBUS,GA,110070017073,Y,12,0,0,Y,7,https://echo.epa.gov/detailed-facility-report?fid=110070017073
"CESTARI SHEEP AND WOOL COMPANY","2580 LITTLE CALF PASTURE HIGHWAY","AUGUSTA SPRINGS",VA,110070695675,Y,4,2,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110070695675
"CF INDUSTRIES BLUE POINT, LLC","LA HWY 405 & NOEL RD",MODESTE,LA,110071068781,Y,1,0,0,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110071068781
"CF INDUSTRIES NITROGEN, LLC - PORT NEAL COMPLEX","1182 260TH ST","SERGEANT BLUFF",IA,110000414089,Y,12,5,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110000414089
"CF MARTIN & CO INC/UPPER NAZARETH","510 SYCAMORE STREET",NAZARETH,PA,110000334996,Y,3,6,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110000334996
"CGA STONECASTING LLC","101 BENOIST FARMS RD","WEST PALM BEACH",FL,110035697635,Y,12,1,1,Y,6,https://echo.epa.gov/detailed-facility-report?fid=110035697635
"CGCRCSD TWIN OAKS WWTP","HWY 72",JACKSON,MO,110024577563,Y,9,2,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110024577563
"CGR PHASE TWO","145XX CEDAR GROVE ROAD SE",ISSAQUAH,WA,110071180234,Y,8,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071180234
"CGST-KENOVA COMPRESSOR STATION","2000 BIG SANDY RIVER RD.",KENOVA,WV,110022470510,Y,11,5,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110022470510
"CHAD AND ASHLEE FALCONER WWTP","8896 HWY W",HANNIBAL,MO,110040143449,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110040143449
"CHADWICK PLACE SUBDIVISION","3227 NW CASCADE AVE","EAST WENATCHEE",WA,110071181904,Y,5,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110071181904
"CHADWICK ROAD LANDFILL- CONSTRUCTION OF CELL 10 F","13700 CHADWICK FARM ROAD",ROSWELL,GA,110034143898,Y,5,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110034143898
"CHAFFEE PARK SENIOR RESIDENCES","4580 N TEJON ST","DENVER COUNTY",CO,110043273374,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110043273374
"CHAFFEE WWTF","HIGHWAY 77 NORTH",CHAFFEE,MO,110009878301,Y,12,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110009878301
"CHAGRIN 1 MINE","8932 BENNETTS VALLEY HWY",PENFIELD,PA,110070050409,Y,10,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070050409
"CHAHTA MOBILE HOME PARK-CHATA MOBILE HOME PARK TP","1101 COLBERT STREET",MANDEVILLE,LA,110011168477,Y,12,3,3,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110011168477
"CHALFONT-NEW BRITAIN TOWNSHIP JT SEWAGE AUTHORITY","1645 UPPER STATE RD",DOYLESTOWN,PA,110000533101,Y,4,8,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110000533101
"CHALKYITSIK VILLAGE WATER","9700 CHALKYITSIK RD",CHALKYITSIK,AK,110012966763,Y,11,0,0,Y,I,https://echo.epa.gov/detailed-facility-report?fid=110012966763
"CHALLENGER ELEMENTARY","9600 HOLLY DR",EVERETT,WA,110071299637,Y,4,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071299637
"CHAMA WATER SYSTEM-TREATMENT PLANT #3",,CHAMA,NM,110013126802,Y,11,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110013126802
"CHAMBERLAIN CROSSINGS","2500 CHAMBERLAIN CROSSING DRIVE",LOUISVILLE,KY,110059700701,Y,10,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110059700701
"CHAMBERS MOBILE HOME VILLAGE",,,VT,110012826175,Y,11,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110012826175
"CHAMOIS MUNICIPAL WWTF",CHAMOIS,CHAMOIS,MO,110009877936,Y,12,3,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110009877936
"CHAMONIX VILLAGE WATER SYSTEM",US-2,BARING,WA,110013058948,Y,12,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110013058948
"CHAMPAGNE PROPERTIES LLC","111 GLORY LANE",GRAY,LA,110040088197,Y,4,0,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110040088197
"CHAMPAIGN, CITY OF","702 EDGEBROOK DR",CHAMPAIGN,IL,110017705474,Y,12,1,0,Y,7,https://echo.epa.gov/detailed-facility-report?fid=110017705474
"CHAMPION AGATE/GLASS","107 INDUSTRIAL DRIVE",PENNSBORO,WV,110010851097,Y,12,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110010851097
"CHAMPION CARRIER CORP/HERMITAGE","2755 KIRILA RD",HERMITAGE,PA,110001085940,Y,3,3,1,Y,6,https://echo.epa.gov/detailed-facility-report?fid=110001085940
"CHAMPION CYCLE CENTER, LLC","804 N. COLLINS BLVD",COVINGTON,LA,110011181620,Y,3,0,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110011181620
"CHAMPION HOME BUILDERS INC/LEOLA","99 HORSESHOE ROAD",LEOLA,PA,110010276165,Y,4,3,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110010276165
"CHAMPION MODULAR HOMES INC-UV LIGHT WAREHOUSE","10642 S SUSQUEHANNA TRL",LIVERPOOL,PA,110070774566,Y,10,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070774566
"CHAMPIONS BISTRO AND R&B SUPERMARKET","9291 AIRLINE HWY",SORRENTO,LA,110043483619,Y,9,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110043483619
"CHAMPLAIN STONE SOUTH BAY QUARRY","PIKE BROOK RD","PUTNAM STATION",NY,110019383647,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110019383647
"CHANCE NASH","2672 STEPHENS HWY","MOUNT HOLLY",AR,110070686868,Y,11,0,0,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110070686868
"CHANDLER'S CAFE",,,,110070786049,Y,10,0,0,N,,https://echo.epa.gov/detailed-facility-report?fid=110070786049
"CHANEY ENTERPRISES","5200 CHRYSLER WAY","UPPER MARLBORO",MD,110006641483,Y,9,3,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110006641483
"CHANEY ENTERPRISES, LP WALTERS MINE","13937 BURNT STORE ROAD",HUGHESVILLE,MD,110071221538,Y,4,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071221538
"CHANNEL FISH PROCESSING","200 COMMERCE DRIVE",BRAINTREE,MA,110070717077,Y,4,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070717077
"CHANNEL SIDE LEASING INC","8942 SHRIMPERS ROW",DULAC,LA,110070602788,Y,4,1,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110070602788
"CHAPARRAL MEADOWS PIT","CR 59 5.1 MI E OF TOWN",HARTSEL,CO,110070097747,Y,12,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070097747
"CHAPARRAL VIRGINIA INCORPORATED","25801 HOFHEIMER WAY",PETERSBURG,VA,110002097766,Y,3,4,2,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110002097766
"CHAPEL HILL MHC WWTF","HWY 21",HILLSBORO,MO,110009875741,Y,12,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110009875741
"CHAPEL MOBILE HOME PARK #1 & 2","6275 HAWKS RD.",LEESVILLE,LA,110011174549,Y,7,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110011174549
"CHAPEL RENTALS","6275 HAWKS ROAD",LEESVILLE,LA,110011174558,Y,7,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110011174558
"CHAPIN SEWAGE SYSTEM","HOLLYOAK LN & I-26",CHAPIN,SC,110006623083,Y,12,2,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110006623083
"CHAPMAN AUTO PARTS","2608 CARSON HILL RD","DU BOIS",PA,110010985318,Y,8,4,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110010985318
"CHAPMAN'S M.H.P.","5600 NEW TAMPA HWY",LAKELAND,FL,110013163156,Y,11,0,0,Y,11,https://echo.epa.gov/detailed-facility-report?fid=110013163156
"CHAPMANVILLE MAINT SUB HQ","CR 119/90 OLD LOGAN RD",LOGAN,WV,110046132760,Y,12,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110046132760
"CHARLEROI GULF","62 MCKEAN AVE",CHARLEROI,PA,110070145954,Y,9,1,0,Y,9,https://echo.epa.gov/detailed-facility-report?fid=110070145954
"CHARLEROI MAINTENANCE FAC","1756 ROUTE 481",CHARLEROI,PA,110070148162,Y,2,3,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070148162
"CHARLES BOGER HOME","12546 N. HWY 170",FARMINGTON,AR,110070111568,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070111568
"CHARLES C METZGAR","210 HAMPTON ROAD",FAIRMONT,WV,110067585571,Y,11,0,0,Y,6,https://echo.epa.gov/detailed-facility-report?fid=110067585571
"CHARLES COLLISION CENTER","70428 HWY 59","ABITA SPRINGS",LA,110015976906,Y,3,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110015976906
"CHARLES CONST CO ASPHALT PLT","1413 QUARRY RD","JERSEY SHORE",PA,110006694915,Y,2,4,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110006694915
"CHARLES CROSSING H O A POOL","3175 SEDGEWICK DRIVE",WALDORF,MD,110055174118,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110055174118
"CHARLES D. WALTON","492 ROBINSON RUN RD.",RIVESVILLE,WV,110067614898,Y,11,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110067614898
"CHARLES DEWEESE CONSTRUCTION INC ASPHALT DIVISION","1538 INDUSTRIAL BYPASS N",FRANKLIN,KY,110067429651,Y,4,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110067429651
"CHARLES DONALD PULPWOOD INC, HAZLEHURST WOODYARD","HIGHWAY 28  WEST",HAZLEHURST,MS,110008510673,Y,2,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110008510673
"CHARLES G LAWSON TRUCKING LLC","7815 MOBILE HWY","HOPE HULL",AL,110006791418,Y,11,0,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110006791418
"CHARLES ROBERT CARTER PROPERTIES INC.","30165 LA 441 HWY",HOLDEN,LA,110033640601,Y,11,0,0,Y,6,https://echo.epa.gov/detailed-facility-report?fid=110033640601
"CHARLES TOWN UTL-GLEN HAVEN UTILITIES-TREATMENT PLANT",,"CHARLES TOWN",WV,110012842326,Y,11,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110012842326
CHARLESMONT,"3000 WALLFORD DRIVE",BALTIMORE,MD,110012806320,Y,11,0,0,Y,9,https://echo.epa.gov/detailed-facility-report?fid=110012806320
"CHARLESTON CSD ST JAMES WTP","8900 HIGHWAY 17 NORTH",MCCLELLANVILLE,SC,110039518359,Y,7,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110039518359
"CHARLESTON MUD WWTP","5120' SE FROM INTEREX OF FM 521 & STATE HWY 6",ARCOLA,TX,110070155890,Y,3,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070155890
"CHARLESTON POTW","MURPHY ROAD",CHARLESTON,MS,110008514839,Y,11,0,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110008514839
"CHARLESTON WATER PLANT","1801 SOUTH SCHOOL STREET",CHARLESTON,AR,110011376457,Y,3,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110011376457
"CHARLESTON, CITY OF","GUY FENTER RD",CHARLESTON,AR,110010066515,Y,5,3,3,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110010066515
"CHARLESTON/MARYLAND STORM DRAIN","CHARLESTON BOULEVARD/MARYLAND PARKWAY","LAS VEGAS",NV,110070892549,Y,3,1,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110070892549
"CHARLESTOWN STORM SEWER SYSTEM",TOWNWIDE,CHARLESTOWN,RI,110043481844,Y,2,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110043481844
"CHARLIE J & ANN CRABTREE","1438 HORNBECK RD",MORGANTOWN,WV,110067564380,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110067564380
"CHARLIE NELSON TRUCKING & EXCAVATING","1833 BENTON BRIENSBURG RD",BENTON,KY,110063902013,Y,7,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110063902013
"CHARLIE NELSON TRUCKING & EXCAVATING","210 CHRISTIAN FELLOWSHIP RD",BENTON,KY,110009958493,Y,9,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110009958493
"CHARLOTTE HALL CENTER, INC. WWTP","MARYLAND ROUTE 5, BOX 487 THREE NOTCH & GOLDEN BEA","CHARLOTTE HALL",MD,110008483710,Y,11,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110008483710
"CHARLOTTE HALL METAL & SCRAP LLC","37339 CARPENTER LN.","CHARLOTTE HALL",MD,110069485275,Y,11,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110069485275
"CHARLOTTE PIPE& FOUNDRY MUNCY PLT","153 INDUSTRIAL PKWY N",MUNCY,PA,110006622887,Y,2,4,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110006622887
"CHARLTON WASTEWATER TREATMENT FACILITY","7 WORCESTER RD",CHARLTON,MA,110002040498,Y,9,0,2,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110002040498
"CHARM FAMILY RESTAURANT-CHARM FAMILY RESTAURANT","4450 STATE RTE 557",CHARM,OH,110009655676,Y,6,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110009655676
"CHARM WELLNESS CENTER","4402 ST RTE 557",MILLERSBURG,OH,110070825126,Y,9,1,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110070825126
"CHART HOUSE CONDOMINIUM",,,TX,110013210202,Y,7,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110013210202
"CHARTWELL TENDERFOOT HILL RD HOTEL","1225 TENDERFOOT HILL RD","COLORADO SPRINGS",CO,110070102821,Y,9,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110070102821
"CHAS IRON BRIDGE BUILDING IV - CORE & SHELL","731 N IRON BRIDGE WAY",SPOKANE,WA,110071308511,Y,4,0,0,Y,11,https://echo.epa.gov/detailed-facility-report?fid=110071308511
"CHASE CREEK SWIM CLUB","OLD RIVER ROAD",ARNOLD,MD,110013344318,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110013344318
"CHASE ROYSTON CORP","128 FIRST ST",PITTSBURGH,PA,110060124976,Y,7,2,0,Y,10,https://echo.epa.gov/detailed-facility-report?fid=110060124976
"CHASEBURG WASTEWATER TREATMENT FAC","BRINKMAN LANE",CHASEBURG,WI,110010893462,Y,8,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110010893462
"CHATEAU ESTATES MHP","2200 S RIVER RD",ZANESVILLE,OH,110009610180,Y,10,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110009610180
"CHATEAU NAPOLEON CARING LLC","252 HWY 402",NAPOLEONVILLE,LA,110010120626,Y,2,0,0,Y,8,https://echo.epa.gov/detailed-facility-report?fid=110010120626
"CHATEAUGAY (V)  WWTP","161 COUNTY ROAD 35",CHATEAUGAY,NY,110039982294,Y,11,4,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110039982294
"CHATHAM CROWELL ROAD PHASE 2 & CHATHAM FISH PIER","221 CROWELL RD",CHATHAM,MA,110013154040,Y,2,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110013154040
"CHATHAM VILLAGE FOODS","15 & 20 KENDRICK ROAD",WAREHAM,MA,110067628053,Y,6,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110067628053
"CHATSWORTH, CITY OF (ETON CREEK WTP)","10 1ST AVE E",ETON,GA,110055167929,Y,4,2,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110055167929
"CHATTAHOOCHEE COUNTRY CLUB (CHATTAHOOCHEE COUNTRY CLUB WPCP)","3000 CLUB DR",GAINESVILLE,GA,110013626816,Y,3,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110013626816
"CHATTAROY SPRINGS WATER ASSOCIATION WELLS","N CHIPMONK RD",CHATTAROY,WA,110013059171,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110013059171
"CHAUVIN POST OFFICE","5106 HWY 56",CHAUVIN,LA,110033640512,Y,11,0,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110033640512
"CHAVERS PROPERTY","2482 EASTMAN LANE",CANTONMENT,FL,110070594260,Y,12,2,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070594260
"CHE RESIDENCE","26519 SE GRAND RIDGE DRIVE",ISSAQUAH,WA,110071221435,Y,6,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071221435
"CHEAT VIEW PSD",,,WV,110013043429,Y,11,0,1,Y,,https://echo.epa.gov/detailed-facility-report?fid=110013043429
"CHECKERS INDUSTRIAL PRODUCTS, LLC","701 EAST SPRING STREET",TITUSVILLE,PA,110070305515,Y,8,2,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110070305515
"CHECKERS OUT SPEEDWAY",,,NY,110051187318,Y,11,0,1,Y,,https://echo.epa.gov/detailed-facility-report?fid=110051187318
"CHECKS AUTO PARTS RECYCLING CENTER","NICHOLAS CO. RT. 19/55 & US RT. 19",SUMMERSVILLE,WV,110046601245,Y,12,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110046601245
"CHECKS AUTO PARTS, LLC","4274 ALTA DRIVE",ALDERSON,WV,110046600102,Y,12,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110046600102
"CHEEKTOWAGA MS4 STORM SEWERS",TOWN-WIDE,CHEEKTOWAGA,NY,110019303742,Y,8,1,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110019303742
"CHEF'S WAREHOUSE MID-ATLANTIC, LLC DBA CAPITAL SEABOARD","7540 ASSATEAGUE DRIVE",JESSUP,MD,110071437640,Y,1,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110071437640
"CHEHALIS CENTRALIA AIRPORT FILL","NW LOUISANA AVE & ARKANSAS WAY",CHEHALIS,WA,110054930562,Y,12,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110054930562
"CHEHALIS WATER RECLAMATION FACILITY","420 NW LOUISIANA AVE",CHEHALIS,WA,110054898982,Y,12,12,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110054898982
"CHELAN CNTY PUD 1 WENATCHEE AVE","203 OLDS STATION ROAD",WENATCHEE,WA,110005319887,Y,12,3,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110005319887
"CHELAN COUNTY","350 ORONDO AVE",WENATCHEE,WA,110015526475,Y,12,3,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110015526475
"CHELAN STATE FISH HATCHERY","75 FISH HATCHERY RD",CHELAN,WA,110015435974,Y,12,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110015435974
"CHELSEA BUILDING PRODUCTS","565 CEDAR WAY",OAKMONT,PA,110001020074,Y,2,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110001020074
"CHELSEA SANDWICH PETROLEUM STORAGE FACILITY","11 BROADWAY",CHELSEA,MA,110000311127,Y,7,2,0,Y,8,https://echo.epa.gov/detailed-facility-report?fid=110000311127
"CHELTENHAM BOYS VILLAGE","9821 SURRATTS ROAD",CHELTENHAM,MD,110028107992,Y,3,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110028107992
"CHEM PRUF","5224 FM 802",BROWNSVILLE,TX,110008060757,Y,12,5,1,Y,6,https://echo.epa.gov/detailed-facility-report?fid=110008060757
"CHEM VALLEY MACHINE, INC.","1401 FIRST AVE, SOUTH",NITRO,WV,110010876971,Y,12,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110010876971
